,Date,Device Type,Campaign,Advertiser Currency Code,Bids,Impressions,Advertiser Cost (Adv Currency),Advertiser CPM (Adv Currency),Clicks,Sign Up Start,CPA Sign Up Start,Sportsbook Page View,CPA Sportsbook Pageview,Engaged Visit,CPA Engaged Visit,Site Visit,CPA Site Visit
1359,2024-12-24 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,11,0.00,3412,0.00,1670,0.00,2271,0
1360,2024-12-24 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,4299510,78395,405.78,5.18,13,16,25.36,6734,0.06,3850,0.11,5323,0.076231977
1361,2024-12-24 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,64140,11119,207.19,18.63,8,1,207.19,46,4.50,26,7.97,62,3.341756929
1362,2024-12-24 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,1983,57,0.18,3.16,0,0,0.00,0,0.00,0,0.00,0,0
1363,2024-12-24 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,41,4,0.06,13.96,0,0,0.00,0,0.00,0,0.00,0,0
1364,2024-12-24 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,431,0.00,244,0.00,313,0
1365,2024-12-24 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,1,0.00,1072,0.00,531,0.00,711,0
1366,2024-12-24 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,246106,2781,8.79,3.16,0,6,1.47,2792,0.00,796,0.01,1083,0.008119536
1367,2024-12-24 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,51789,3689,62.05,16.82,2,0,0.00,3,20.68,6,10.34,11,5.641166573
1368,2024-12-24 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,60,0.00,34,0.00,50,0
1369,2024-12-24 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,143,0.00,72,0.00,92,0
1370,2024-12-24 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,277684,7719,31.30,4.06,2,1,31.30,231,0.14,141,0.22,219,0.142936696
1371,2024-12-24 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,4031,686,12.50,18.22,0,0,0.00,0,0.00,0,0.00,0,0
1372,2024-12-25 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,5,0.00,2478,0.00,1065,0.00,1817,0
1373,2024-12-25 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,12,0.00,5671,0.00,2604,0.00,5130,0
1374,2024-12-25 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,6651182,77500,389.80,5.03,29,24,16.24,12296,0.03,5995,0.07,13010,0.029961482
1375,2024-12-25 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,64974,11272,194.21,17.23,8,1,194.21,54,3.60,39,4.98,142,1.367702488
1376,2024-12-25 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,1,0
1377,2024-12-25 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,6285,65,0.11,1.71,0,0,0.00,3,0.04,1,0.11,11,0.010097222
1378,2024-12-25 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,38,4,0.05,12.69,0,0,0.00,0,0.00,0,0.00,0,0
1379,2024-12-25 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,518,0.00,279,0.00,454,0
1380,2024-12-25 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,2,0.00,1552,0.00,764,0.00,1276,0
1381,2024-12-25 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,753655,9044,25.48,2.82,0,2,12.74,3649,0.01,1109,0.02,2771,0.009195577
1382,2024-12-25 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,30612,4051,64.35,15.89,0,0,0.00,27,2.38,14,4.60,42,1.532193085
1383,2024-12-25 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,132,0.00,49,0.00,80,0
1384,2024-12-25 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,1,0.00,279,0.00,110,0.00,186,0
1385,2024-12-25 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,445505,6515,23.85,3.66,2,1,23.85,546,0.04,257,0.09,566,0.042133606
1386,2024-12-25 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3431,572,10.54,18.43,1,0,0.00,0,0.00,0,0.00,2,5.271672557
1387,2024-12-26 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,2,0.00,1796,0.00,638,0.00,1035,0
1388,2024-12-26 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,11,0.00,5333,0.00,2293,0.00,4017,0
1389,2024-12-26 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,4038674,67372,283.36,4.21,31,28,10.12,11980,0.02,5830,0.05,11386,0.024886707
1390,2024-12-26 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,60246,10306,166.27,16.13,8,0,0.00,63,2.64,44,3.78,125,1.330148001
1391,2024-12-26 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,5833,129,0.23,1.81,0,0,0.00,1,0.23,1,0.23,10,0.023381015
1392,2024-12-26 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,31,6,0.07,12.28,0,0,0.00,0,0.00,0,0.00,0,0
1393,2024-12-26 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,286,0.00,142,0.00,203,0
1394,2024-12-26 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,3,0.00,1740,0.00,746,0.00,1172,0
1395,2024-12-26 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,1205413,14293,44.00,3.08,1,2,22.00,4005,0.01,1238,0.04,2599,0.016931051
1396,2024-12-26 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,58614,7490,111.55,14.89,0,1,111.55,13,8.58,14,7.97,38,2.935443948
1397,2024-12-26 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,69,0.00,28,0.00,41,0
1398,2024-12-26 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,209,0.00,98,0.00,168,0
1399,2024-12-26 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,284190,6548,19.37,2.96,0,1,19.37,593,0.03,248,0.08,505,0.038356536
1400,2024-12-26 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3221,458,7.54,16.47,0,0,0.00,1,7.54,0,0.00,1,7.543861195
1401,2024-12-27 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,2,0.00,949,0.00,430,0.00,618,0
1402,2024-12-27 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,9,0.00,5063,0.00,2442,0.00,3975,0
1403,2024-12-27 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,3922325,78967,422.75,5.35,33,29,14.58,12812,0.03,6408,0.07,11944,0.035394033
1404,2024-12-27 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,52515,7337,128.42,17.50,3,2,64.21,99,1.30,60,2.14,123,1.04403146
1405,2024-12-27 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,3,0
1406,2024-12-27 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,4770,141,0.27,1.93,0,0,0.00,1,0.27,2,0.14,4,0.068031386
1407,2024-12-27 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,29,9,0.13,14.76,0,0,0.00,0,0.00,0,0.00,0,0
1408,2024-12-27 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,121,0.00,89,0.00,103,0
1409,2024-12-27 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,2,0.00,1581,0.00,673,0.00,1145,0
1410,2024-12-27 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,558797,12952,49.43,3.82,5,9,5.49,4179,0.01,1296,0.04,2655,0.018617299
1411,2024-12-27 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,65343,3483,55.69,15.99,2,0,0.00,10,5.57,11,5.06,29,1.92039818
1412,2024-12-27 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,146,0.00,23,0.00,29,0
1413,2024-12-27 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,3,0.00,156,0.00,107,0.00,170,0
1414,2024-12-27 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,294692,9235,31.33,3.39,2,1,31.33,449,0.07,236,0.13,502,0.062403557
1415,2024-12-27 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3498,414,7.27,17.56,0,0,0.00,0,0.00,0,0.00,1,7.270988832
1416,2024-12-28 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,512,0.00,160,0.00,220,0
1417,2024-12-28 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,24,0.00,7538,0.00,3487,0.00,6640,0
1418,2024-12-28 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,3342310,53466,261.46,4.89,21,36,7.26,20922,0.01,9263,0.03,20021,0.013059448
1419,2024-12-28 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,59978,11693,195.64,16.73,5,2,97.82,162,1.21,95,2.06,283,0.691324993
1420,2024-12-28 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,3,0
1421,2024-12-28 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,5096,114,0.22,1.94,0,0,0.00,1,0.22,1,0.22,6,0.036898656
1422,2024-12-28 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,28,5,0.07,13.05,0,0,0.00,0,0.00,0,0.00,0,0
1423,2024-12-28 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,73,0.00,48,0.00,51,0
1424,2024-12-28 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,2,0.00,1975,0.00,947,0.00,1607,0
1425,2024-12-28 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,358526,7045,28.03,3.98,0,4,7.01,4688,0.01,1704,0.02,4071,0.006884455
1426,2024-12-28 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,43096,5228,80.81,15.46,0,1,80.81,14,5.77,13,6.22,39,2.072160052
1427,2024-12-28 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-270991,USD,0,0,0.00,0.00,0,0,0.00,75,0.00,10,0.00,13,0
1428,2024-12-28 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,297,0.00,144,0.00,263,0
1429,2024-12-28 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,316324,7497,22.70,3.03,2,1,22.70,650,0.03,347,0.07,845,0.026863403
1430,2024-12-28 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3977,612,10.68,17.45,0,0,0.00,0,0.00,0,0.00,5,2.136124048
1431,2024-12-29 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,21,0.00,6369,0.00,2984,0.00,5638,0
1432,2024-12-29 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,3631972,63623,267.12,4.20,30,48,5.57,18889,0.01,8314,0.03,17382,0.015367859
1433,2024-12-29 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,57572,12208,209.13,17.13,11,6,34.86,166,1.26,78,2.68,221,0.946298084
1434,2024-12-29 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,1,0
1435,2024-12-29 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,5731,133,0.24,1.83,0,0,0.00,1,0.24,1,0.24,8,0.030436523
1436,2024-12-29 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,20,4,0.05,12.58,0,0,0.00,0,0.00,0,0.00,0,0
1437,2024-12-29 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,4,0.00,2013,0.00,876,0.00,1467,0
1438,2024-12-29 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,469269,10079,49.31,4.89,1,5,9.86,4898,0.01,1644,0.03,3688,0.013370392
1439,2024-12-29 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,40321,5655,90.05,15.92,4,0,0.00,19,4.74,13,6.93,53,1.699142854
1440,2024-12-29 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,290,0.00,119,0.00,210,0
1441,2024-12-29 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,339449,8419,26.55,3.15,3,4,6.64,887,0.03,290,0.09,712,0.037285849
1442,2024-12-29 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3644,693,12.55,18.10,0,0,0.00,0,0.00,0,0.00,0,0
1443,2024-12-30 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,17,0.00,4378,0.00,2230,0.00,3816,0
1444,2024-12-30 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,5132844,96417,274.63,2.85,44,44,6.24,12255,0.02,6202,0.04,11936,0.023008578
1445,2024-12-30 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,47700,7974,108.75,13.64,2,0,0.00,71,1.53,58,1.88,142,0.765851551
1446,2024-12-30 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,1,0.00,1,0.00,3,0
1447,2024-12-30 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,5129,163,0.24,1.50,0,0,0.00,2,0.12,0,0.00,5,0.048954832
1448,2024-12-30 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,22,1,0.01,11.57,0,0,0.00,0,0.00,0,0.00,0,0
1449,2024-12-30 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,2,0.00,1409,0.00,692,0.00,1077,0
1450,2024-12-30 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,901578,17515,63.94,3.65,2,4,15.99,4250,0.02,1417,0.05,2867,0.022303683
1451,2024-12-30 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,36268,4270,55.40,12.97,0,1,55.40,13,4.26,12,4.62,35,1.582906703
1452,2024-12-30 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,1,0.00,174,0.00,98,0.00,131,0
1453,2024-12-30 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,370998,9568,25.88,2.70,2,2,12.94,662,0.04,254,0.10,518,0.049960937
1454,2024-12-30 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,2122,325,4.56,14.04,0,0,0.00,0,0.00,0,0.00,1,4.563549989
1455,2024-12-31 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,10,0.00,5604,0.00,2553,0.00,4591,0
1456,2024-12-31 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,2468046,49632,175.45,3.53,22,29,6.05,14912,0.01,7143,0.02,14482,0.012114701
1457,2024-12-31 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,63831,11350,132.97,11.72,6,2,66.49,60,2.22,49,2.71,153,0.869095412
1458,2024-12-31 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,2,0
1459,2024-12-31 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,1915,42,0.04,1.03,0,0,0.00,1,0.04,1,0.04,3,0.014456116
1460,2024-12-31 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,14,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,0,0
1461,2024-12-31 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,1,0.00,1690,0.00,726,0.00,1178,0
1462,2024-12-31 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,861375,6473,16.53,2.55,0,1,16.53,4414,0.00,1572,0.01,3205,0.00515898
1463,2024-12-31 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,49098,4401,40.13,9.12,1,0,0.00,17,2.36,14,2.87,31,1.294528114
1464,2024-12-31 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,192,0.00,93,0.00,158,0
1465,2024-12-31 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,160919,3969,11.87,2.99,1,1,11.87,756,0.02,269,0.04,588,0.020188739
1466,2024-12-31 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,2696,453,5.77,12.74,0,0,0.00,1,5.77,0,0.00,4,1.442710897
1467,2025-01-01 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,6,0.00,6129,0.00,3247,0.00,5346,0
1468,2025-01-01 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,37419,1188,7.33,6.17,1,32,0.23,16458,0.00,8809,0.00,16100,0.000455575
1469,2025-01-01 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,110,30,0.21,7.09,0,3,0.07,77,0.00,82,0.00,213,0.000998969
1470,2025-01-01 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,2,0
1471,2025-01-01 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,21,0,0.00,0.00,0,0,0.00,1,0.00,2,0.00,6,0
1472,2025-01-01 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,5,0.00,1868,0.00,890,0.00,1381,0
1473,2025-01-01 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,8845,175,1.45,8.28,0,6,0.24,4826,0.00,1832,0.00,3610,0.000401549
1474,2025-01-01 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,24,7,0.03,3.82,0,1,0.03,9,0.00,15,0.00,52,0.000514224
1475,2025-01-01 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,282,0.00,137,0.00,214,0
1476,2025-01-01 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,2032,63,0.31,4.93,0,3,0.10,988,0.00,376,0.00,736,0.000421698
1477,2025-01-01 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,4,0,0.00,0.00,0,0,0.00,9,0.00,4,0.00,9,0
1478,2025-01-02 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,9,0.00,4742,0.00,2163,0.00,3833,0
1479,2025-01-02 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,19,0.00,12835,0.00,6123,0.00,11999,0
1480,2025-01-02 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,91028,23470,309.70,13.20,13,1,309.70,108,2.87,65,4.76,169,1.832515049
1481,2025-01-02 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,1,0
1482,2025-01-02 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,0,0.00,7,0.00,3,0.00,12,0
1483,2025-01-02 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,19,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,0,0
1484,2025-01-02 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,2,0.00,1509,0.00,702,0.00,1166,0
1485,2025-01-02 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,4,0.00,4217,0.00,1414,0.00,3016,0
1486,2025-01-02 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,64507,12599,149.53,11.87,3,0,0.00,13,11.50,13,11.50,42,3.560136781
1487,2025-01-02 00:00:00,Tablet,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,201,0.00,86,0.00,134,0
1488,2025-01-02 00:00:00,Tablet,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,2,0.00,723,0.00,255,0.00,547,0
1489,2025-01-02 00:00:00,Tablet,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,3174,628,8.73,13.90,0,0,0.00,22,0.40,7,1.25,9,0.969839095
1490,2025-01-03 00:00:00,Mobile,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,7,0.00,3831,0.00,1778,0.00,3233,0
1491,2025-01-03 00:00:00,Mobile,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,18,0.00,11200,0.00,5298,0.00,10129,0
1492,2025-01-03 00:00:00,Mobile,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,75533,18596,278.80,14.99,12,0,0.00,166,1.68,91,3.06,188,1.482960177
1493,2025-01-03 00:00:00,Other,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,2,0
1494,2025-01-03 00:00:00,Other,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,0,0.00,4,0.00,2,0.00,4,0
1495,2025-01-03 00:00:00,Other,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,15,0,0.00,0.00,0,0,0.00,0,0.00,0,0.00,0,0
1496,2025-01-03 00:00:00,PC,SCNG_Friction Digital_BOL_Sept-2024_Display_CLN-275045,USD,0,0,0.00,0.00,0,1,0.00,1395,0.00,659,0.00,989,0
1497,2025-01-03 00:00:00,PC,SCNG_Friction Digital_BOL_Superbowl_Feb2025_Display_CLN-285821,USD,0,0,0.00,0.00,0,1,0.00,3724,0.00,1182,0.00,2555,0
1498,2025-01-03 00:00:00,PC,SCNG_Friction Digital_BOL_UTAH_Dec-2024_Display_CLN-280364,USD,74211,13680,152.78,11.17,4,0,0.00,13,11.75,8,19.10,26,5.876221307
